ID,latitude,longitude,date,grid_id
"198",-22.13,134.921,2003-10-19,"23306"
"288",-22.909,134.934,2005-12-24,"23306"
"8",-24.768,134.241,2003-09-11,"23308"
"202",-21.982,135.361,2003-10-19,"23393"
"199",-22.168,135.239,2003-10-19,"23394"
"200",-22.46,135.449,2003-10-19,"23394"
"289",-22.865,135.017,2005-12-24,"23394"
"15",-23.052,135.952,2003-10-19,"23395"
"28",-23.759,135.968,2003-10-25,"23395"
"160",-23.746,135.591,2005-12-24,"23395"
"161",-23.963,135.254,2005-12-24,"23395"
"162",-23.964,135.394,2005-12-24,"23395"
"190",-23.538,135.974,2003-09-11,"23395"
"201",-23.102,135.597,2003-10-19,"23395"
"205",-23.279,135.877,2003-10-25,"23395"
"45",-24.249,135.684,2004-03-21,"23396"
"46",-24.823,135.739,2004-03-21,"23396"
"145",-24.253,135.728,2005-04-02,"23396"
"159",-24.196,135.126,2005-12-24,"23396"
"196",-24.589,135.116,2003-10-19,"23396"
"197",-24.23,135.3,2003-10-19,"23396"
"247",-24.246,135.315,2005-02-02,"23396"
"285",-24.284,135.345,2005-10-07,"23396"
"143",-25.008,135.905,2005-04-02,"23397"
"31",-28.83,135.506,2003-10-28,"23400"
"60",-28.837,135.524,2004-08-13,"23400"
"208",-28.093,135.691,2003-10-28,"23400"
"207",-22.863,136.729,2003-10-25,"23482"
"6",-23.813,136.634,2003-09-11,"23483"
"14",-23.406,136.046,2003-10-19,"23483"
"16",-23.642,136.266,2003-10-19,"23483"
"17",-23.643,136.385,2003-10-19,"23483"
"18",-23.29,136.536,2003-10-19,"23483"
"19",-23.695,136.557,2003-10-19,"23483"
"20",-23.381,136.725,2003-10-19,"23483"
"22",-23.836,136.852,2003-10-19,"23483"
"23",-23.925,136.98,2003-10-19,"23483"
"29",-23.672,136.233,2003-10-25,"23483"
"163",-23.431,136.582,2005-12-24,"23483"
"164",-23.318,136.654,2005-12-24,"23483"
"165",-23.923,136.779,2005-12-24,"23483"
"188",-23.976,136.185,2003-09-11,"23483"
"189",-23.267,136.119,2003-09-11,"23483"
"206",-23.252,136.441,2003-10-25,"23483"
"276",-23.883,136.691,2005-04-02,"23483"
"290",-23.685,136.3,2005-12-24,"23483"
"7",-24.04,136.146,2003-09-11,"23484"
"186",-24.348,136.251,2003-09-11,"23484"
"187",-24.081,136.218,2003-09-11,"23484"
"41",-25.995,136.518,2004-03-21,"23485"
"42",-25.755,136.702,2004-03-21,"23485"
"117",-25.45,136.972,2005-02-19,"23485"
"118",-25.402,136.658,2005-02-19,"23485"
"166",-25.376,136.809,2005-12-24,"23485"
"236",-27.9,136.739,2005-01-15,"23487"
"244",-27.978,136.976,2005-02-02,"23487"
"234",-28.33,136.912,2005-01-15,"23488"
"235",-28.186,136.665,2005-01-15,"23488"
"293",-29.361,136.607,2006-01-26,"23489"
"294",-29.214,136.752,2006-01-26,"23489"
"295",-29.233,136.63,2006-01-26,"23489"
"115",-22.104,137.917,2005-02-19,"23570"
"116",-22.524,137.791,2005-02-19,"23570"
"262",-22.616,137.691,2005-02-19,"23570"
"4",-23.941,137.881,2003-09-11,"23571"
"5",-23.784,137.079,2003-09-11,"23571"
"21",-23.892,137.308,2003-10-19,"23571"
"152",-23.755,137.54,2005-10-07,"23571"
"157",-23.755,137.54,2005-10-07,"23571"
"179",-23.419,137.411,2003-10-25,"23571"
"180",-23.449,137.629,2003-10-25,"23571"
"181",-23.49,137.823,2003-10-25,"23571"
"182",-23.412,137.926,2003-10-25,"23571"
"176",-24.142,137.439,2003-10-19,"23572"
"177",-24.248,137.535,2003-10-19,"23572"
"178",-24.275,137.644,2003-10-19,"23572"
"185",-24.149,137.863,2003-09-11,"23572"
"281",-24.882,137.061,2005-10-07,"23572"
"43",-25.511,137.217,2004-03-21,"23573"
"44",-25.938,137.644,2004-03-21,"23573"
"144",-25.964,137.696,2005-04-02,"23573"
"153",-25.568,137.725,2005-10-07,"23573"
"263",-25.714,137.704,2005-02-19,"23573"
"282",-25.389,137.867,2005-10-07,"23573"
"47",-26.934,137.409,2004-03-21,"23574"
"66",-26.68,137.959,2005-01-15,"23574"
"67",-26.572,137.618,2005-01-15,"23574"
"223",-26.046,137.556,2004-03-21,"23574"
"3",-27.018,137.601,2003-08-04,"23575"
"68",-27.847,137.034,2005-01-15,"23575"
"83",-27.989,137.918,2005-02-02,"23575"
"86",-27.408,137.899,2005-02-02,"23575"
"123",-27.801,137.538,2005-04-02,"23575"
"128",-27.418,137.832,2005-04-02,"23575"
"224",-27.126,137.619,2004-03-21,"23575"
"225",-27.437,137.991,2004-03-21,"23575"
"269",-27.287,137.933,2005-04-02,"23575"
"270",-27.595,137.362,2005-04-02,"23575"
"271",-27.947,137.198,2005-04-02,"23575"
"2",-28.211,137.322,2003-08-04,"23576"
"27",-28.298,137.367,2003-10-25,"23576"
"32",-28.009,137.146,2003-10-28,"23576"
"50",-28.155,137.44,2004-04-23,"23576"
"69",-28.019,137.149,2005-01-15,"23576"
"70",-28.334,137.997,2005-01-15,"23576"
"72",-28.397,137.104,2005-01-16,"23576"
"73",-28.163,137.405,2005-01-16,"23576"
"81",-28.533,137.141,2005-02-02,"23576"
"82",-28.109,137.665,2005-02-02,"23576"
"119",-28.549,137.1,2005-02-19,"23576"
"129",-28.019,137.376,2005-04-02,"23576"
"130",-28.043,137.071,2005-04-02,"23576"
"245",-28.291,137.902,2005-02-02,"23576"
"272",-28.033,137.013,2005-04-02,"23576"
"131",-29.274,137.646,2005-04-02,"23577"
"132",-29.077,137.851,2005-04-02,"23577"
"26",-23.754,138.584,2003-10-19,"23659"
"30",-23.567,138.693,2003-10-25,"23659"
"88",-23.409,138.651,2005-02-02,"23659"
"127",-23.811,138.764,2005-04-02,"23659"
"183",-23.491,138.138,2003-10-25,"23659"
"184",-23.386,138.293,2003-10-25,"23659"
"24",-24.505,138.073,2003-10-19,"23660"
"25",-24.518,138.119,2003-10-19,"23660"
"90",-24.366,138.903,2005-02-02,"23660"
"203",-24.947,138.635,2003-10-19,"23660"
"249",-24.56,138.638,2005-02-02,"23660"
"279",-24.604,138.659,2005-04-02,"23660"
"9",-25.641,138.998,2003-09-11,"23661"
"10",-25.623,138.784,2003-09-11,"23661"
"71",-25.619,138.789,2005-01-16,"23661"
"146",-25.735,138.773,2005-04-02,"23661"
"147",-25.105,138.458,2005-04-02,"23661"
"148",-25.918,138.168,2005-04-02,"23661"
"154",-25.428,138.672,2005-10-07,"23661"
"175",-25.829,138.934,2005-12-24,"23661"
"277",-25.683,138.901,2005-04-02,"23661"
"85",-27.424,138.025,2005-02-02,"23663"
"87",-27.466,138.791,2005-02-02,"23663"
"222",-27.117,138.591,2004-03-21,"23663"
"246",-27.556,138.027,2005-02-02,"23663"
"266",-27.676,138.68,2005-04-02,"23663"
"267",-27.622,138.19,2005-04-02,"23663"
"77",-28.354,138.111,2005-01-30,"23664"
"84",-28.019,138.145,2005-02-02,"23664"
"133",-28.901,138.064,2005-04-02,"23664"
"134",-28.888,138.208,2005-04-02,"23664"
"211",-28.839,138.998,2003-10-28,"23664"
"227",-28.907,138.016,2004-04-23,"23664"
"239",-28.438,138.241,2005-01-30,"23664"
"240",-28.364,138.272,2005-01-30,"23664"
"254",-28.822,138.955,2005-02-08,"23664"
"48",-29.253,138.336,2004-04-23,"23665"
"135",-29.197,138.22,2005-04-02,"23665"
"136",-29.414,138.321,2005-04-02,"23665"
"137",-29.26,138.412,2005-04-02,"23665"
"209",-29.119,138.023,2003-10-28,"23665"
"212",-29.719,138.608,2003-10-28,"23665"
"213",-29.982,138.336,2003-10-28,"23665"
"226",-29.165,138.168,2004-04-23,"23665"
"273",-29.053,138.077,2005-04-02,"23665"
"138",-30.224,138.308,2005-04-02,"23666"
"286",-22.372,139.241,2005-10-08,"23746"
"204",-23.765,139.36,2003-10-19,"23747"
"89",-24.457,139.047,2005-02-02,"23748"
"92",-24.8,139.565,2005-02-02,"23748"
"93",-24.401,139.358,2005-02-02,"23748"
"94",-24.655,139.92,2005-02-02,"23748"
"251",-24.8,139.378,2005-02-02,"23748"
"268",-24.078,139.039,2005-04-02,"23748"
"91",-25.129,139.34,2005-02-02,"23749"
"114",-25.947,139.199,2005-02-19,"23749"
"191",-25.555,139.026,2003-09-11,"23749"
"192",-25.37,139.057,2003-09-11,"23749"
"248",-25.027,139.05,2005-02-02,"23749"
"250",-25.183,139.526,2005-02-02,"23749"
"278",-25.687,139.112,2005-04-02,"23749"
"283",-25.724,139.157,2005-10-07,"23749"
"98",-26.12,139.192,2005-02-02,"23750"
"113",-26.12,139.192,2005-02-19,"23750"
"124",-26.158,139.217,2005-04-02,"23750"
"125",-26.169,139.79,2005-04-02,"23750"
"155",-26.142,139.263,2005-10-07,"23750"
"156",-26.163,139.244,2005-10-07,"23750"
"171",-26.443,139.921,2005-12-24,"23750"
"172",-26.22,139.211,2005-12-24,"23750"
"173",-26.073,139.209,2005-12-24,"23750"
"74",-27.029,139.603,2005-01-16,"23751"
"75",-27.361,139.889,2005-01-16,"23751"
"168",-27.725,139.166,2005-12-24,"23751"
"174",-27.123,139.128,2005-12-24,"23751"
"275",-27.973,139.834,2005-04-02,"23751"
"291",-27.454,139.893,2005-12-24,"23751"
"52",-28.854,139.422,2004-04-23,"23752"
"62",-28.847,139.072,2004-11-11,"23752"
"210",-28.96,139.088,2003-10-28,"23752"
"241",-28.959,139.563,2005-01-30,"23752"
"242",-28.89,139.465,2005-01-30,"23752"
"265",-28.987,139.011,2005-03-02,"23752"
"40",-29.127,139.529,2004-03-21,"23753"
"51",-29.195,139.624,2004-04-23,"23753"
"61",-29.155,139.681,2004-11-11,"23753"
"78",-29.109,139.54,2005-01-30,"23753"
"79",-29.203,139.636,2005-01-30,"23753"
"80",-29.214,139.792,2005-01-30,"23753"
"100",-29.564,139.99,2005-02-08,"23753"
"102",-29.234,139.707,2005-02-08,"23753"
"103",-29.212,139.818,2005-02-08,"23753"
"120",-29.303,139.731,2005-03-02,"23753"
"121",-29.146,139.404,2005-03-02,"23753"
"139",-29.18,139.424,2005-04-02,"23753"
"167",-29.114,139.583,2005-12-24,"23753"
"243",-29.052,139.445,2005-01-30,"23753"
"255",-29.709,139.998,2005-02-08,"23753"
"264",-29.148,139.674,2005-03-02,"23753"
"274",-29.091,139.259,2005-04-02,"23753"
"215",-30.371,139.74,2003-10-28,"23754"
"216",-30.456,139.674,2003-10-28,"23754"
"217",-30.547,139.603,2003-10-28,"23754"
"218",-30.807,139.493,2003-10-28,"23754"
"219",-30.953,139.469,2003-10-28,"23754"
"280",-30.403,139.998,2005-08-30,"23754"
"37",-31.149,139.483,2003-10-28,"23755"
"220",-31.465,139.426,2003-10-28,"23755"
"233",-31.124,139.403,2004-04-23,"23755"
"252",-24.262,140.357,2005-02-02,"23836"
"292",-26.17,140.356,2005-12-24,"23838"
"99",-27.576,140.357,2005-02-02,"23839"
"142",-27.991,140.102,2005-04-02,"23839"
"169",-27.78,140.109,2005-12-24,"23839"
"170",-27.899,140.526,2005-12-24,"23839"
"221",-27.346,140.357,2004-03-21,"23839"
"237",-27.678,140.957,2005-01-16,"23839"
"284",-27.891,140.168,2005-10-07,"23839"
"258",-28.927,140.408,2005-02-09,"23840"
"1",-29.874,140.159,2003-08-04,"23841"
"33",-29.988,140.222,2003-10-28,"23841"
"49",-29.569,140.014,2004-04-23,"23841"
"63",-29.598,140.197,2004-11-11,"23841"
"64",-29.923,140.796,2004-11-11,"23841"
"65",-29.876,140.876,2004-11-11,"23841"
"96",-29.542,140.142,2005-02-02,"23841"
"101",-29.831,140.243,2005-02-08,"23841"
"104",-29.651,140.196,2005-02-08,"23841"
"105",-29.779,140.204,2005-02-08,"23841"
"108",-29.979,140.412,2005-02-08,"23841"
"109",-29.923,140.817,2005-02-09,"23841"
"110",-29.856,140.726,2005-02-09,"23841"
"111",-29.615,140.166,2005-02-09,"23841"
"112",-29.732,140.588,2005-02-09,"23841"
"122",-29.689,140.03,2005-03-02,"23841"
"149",-29.825,140.138,2005-08-30,"23841"
"150",-29.906,140.239,2005-08-30,"23841"
"158",-29.644,140.146,2005-10-08,"23841"
"229",-29.681,140.033,2004-04-23,"23841"
"230",-29.909,140.893,2004-04-23,"23841"
"232",-29.069,140.234,2004-04-23,"23841"
"253",-29.779,140.204,2005-02-08,"23841"
"256",-29.858,140.199,2005-02-08,"23841"
"257",-29.291,140.725,2005-02-09,"23841"
"287",-29.584,140.134,2005-10-08,"23841"
"34",-30.125,140.271,2003-10-28,"23842"
"35",-30.337,140.515,2003-10-28,"23842"
"36",-30.48,140.454,2003-10-28,"23842"
"106",-30.002,140.33,2005-02-08,"23842"
"107",-30.105,140.23,2005-02-08,"23842"
"140",-30.039,140.14,2005-04-02,"23842"
"141",-30.178,140.056,2005-04-02,"23842"
"38",-31.454,140.071,2003-10-28,"23843"
"39",-31.546,140.021,2003-10-28,"23843"
"151",-31.298,140.141,2005-08-30,"23843"
"259",-25.499,141.76,2005-02-19,"23925"
"260",-25.789,141.998,2005-02-19,"23925"
"11",-27.548,141.724,2003-09-22,"23927"
"13",-27.548,141.724,2003-09-23,"23927"
"53",-27.031,141.295,2004-08-13,"23927"
"54",-27.909,141.028,2004-08-13,"23927"
"55",-27.9,141.766,2004-08-13,"23927"
"56",-27.608,141.14,2004-08-13,"23927"
"57",-27.191,141.159,2004-08-13,"23927"
"58",-27.181,141.081,2004-08-13,"23927"
"59",-27.186,141.303,2004-08-13,"23927"
"76",-27.731,141.74,2005-01-16,"23927"
"193",-27.05,141.441,2003-09-22,"23927"
"194",-27.084,141.471,2003-09-22,"23927"
"195",-27.084,141.471,2003-09-23,"23927"
"12",-28.041,141.727,2003-09-22,"23928"
"95",-28.229,141.708,2005-02-02,"23928"
"238",-28.051,141.916,2005-01-16,"23928"
"214",-29.462,141.013,2003-10-28,"23929"
"231",-30.707,141.038,2004-04-23,"23930"
"228",-31.602,141.026,2004-04-23,"23931"
"97",-26.58,142.149,2005-02-02,"24014"
"126",-26.58,142.151,2005-04-02,"24014"
"261",-26.022,142.758,2005-02-19,"24014"
